image,label
images/1134.jpg,Butterfly
images/605.jpg,Butterfly
images/27.jpg,Ant
images/169.jpg,Ant
images/465.jpg,Ladybug
images/355.jpg,Ladybug
images/516.jpg,Butterfly
images/1130.jpg,Butterfly
images/118.jpg,Ant
images/989.jpg,Spider
images/1231.jpg,Butterfly
images/830.jpg,Spider
images/1062.jpg,Spider
images/726.jpg,Butterfly
images/1131.jpg,Butterfly
images/36.jpg,Ant
images/623.jpg,Butterfly
images/809.jpg,Spider
images/946.jpg,Spider
images/949.jpg,Spider
images/1147.jpg,Butterfly
images/294.jpg,Ladybug
images/895.jpg,Spider
images/170.jpg,Ant
images/144.jpg,Ant
images/206.jpg,Ladybug
images/597.jpg,Butterfly
images/97.jpg,Ant
images/229.jpg,Ladybug
images/110.jpg,Ant
images/448.jpg,Ladybug
images/666.jpg,Butterfly
images/1029.jpg,Spider
images/177.jpg,Ant
images/569.jpg,Butterfly
images/1076.jpg,Spider
images/1121.jpg,Butterfly
images/69.jpg,Ant
images/346.jpg,Ladybug
images/587.jpg,Butterfly
images/708.jpg,Butterfly
images/1235.jpg,Butterfly
images/113.jpg,Ant
images/500.jpg,Butterfly
images/659.jpg,Butterfly
images/709.jpg,Butterfly
images/38.jpg,Ant
images/1040.jpg,Spider
images/1014.jpg,Spider
images/216.jpg,Ladybug
images/955.jpg,Spider
images/255.jpg,Ladybug
images/461.jpg,Ladybug
images/671.jpg,Butterfly
images/209.jpg,Ladybug
images/766.jpg,Butterfly
images/1028.jpg,Spider
images/187.jpg,Ladybug
images/399.jpg,Ladybug
images/164.jpg,Ant
images/123.jpg,Ant
images/1156.jpg,Butterfly
images/201.jpg,Ladybug
images/1061.jpg,Spider
images/651.jpg,Butterfly
images/574.jpg,Butterfly
images/1032.jpg,Spider
images/1199.jpg,Butterfly
images/1002.jpg,Spider
images/1094.jpg,Butterfly
images/1111.jpg,Butterfly
images/146.jpg,Ant
images/526.jpg,Butterfly
images/828.jpg,Spider
images/430.jpg,Ladybug
images/908.jpg,Spider
images/80.jpg,Ant
images/803.jpg,Spider
images/1081.jpg,Butterfly
images/887.jpg,Spider
images/247.jpg,Ladybug
images/692.jpg,Butterfly
images/352.jpg,Ladybug
images/161.jpg,Ant
images/114.jpg,Ant
images/964.jpg,Spider
images/928.jpg,Spider
images/1099.jpg,Butterfly
images/850.jpg,Spider
images/276.jpg,Ladybug
images/1043.jpg,Spider
images/877.jpg,Spider
images/1082.jpg,Butterfly
images/836.jpg,Spider
images/636.jpg,Butterfly
images/980.jpg,Spider
images/189.jpg,Ladybug
images/1100.jpg,Butterfly
images/248.jpg,Ladybug
images/422.jpg,Ladybug
images/1213.jpg,Butterfly
images/205.jpg,Ladybug
images/168.jpg,Ant
images/126.jpg,Ant
images/861.jpg,Spider
images/779.jpg,Butterfly
images/378.jpg,Ladybug
images/1119.jpg,Butterfly
images/657.jpg,Butterfly
images/648.jpg,Butterfly
images/1135.jpg,Butterfly
images/449.jpg,Ladybug
images/701.jpg,Butterfly
images/703.jpg,Butterfly
images/977.jpg,Spider
images/1148.jpg,Butterfly
images/909.jpg,Spider
images/635.jpg,Butterfly
images/491.jpg,Butterfly
images/481.jpg,Butterfly
images/737.jpg,Butterfly
images/477.jpg,Ladybug
images/904.jpg,Spider
images/689.jpg,Butterfly
images/1204.jpg,Butterfly
images/213.jpg,Ladybug
images/1232.jpg,Butterfly
images/750.jpg,Butterfly
images/1008.jpg,Spider
images/410.jpg,Ladybug
images/673.jpg,Butterfly
images/752.jpg,Butterfly
images/740.jpg,Butterfly
images/331.jpg,Ladybug
images/105.jpg,Ant
images/507.jpg,Butterfly
images/19.jpg,Ant
images/786.jpg,Spider
images/1155.jpg,Butterfly
images/614.jpg,Butterfly
images/1071.jpg,Spider
images/283.jpg,Ladybug
images/988.jpg,Spider
images/994.jpg,Spider
images/1124.jpg,Butterfly
images/304.jpg,Ladybug
images/180.jpg,Ant
images/306.jpg,Ladybug
images/96.jpg,Ant
images/770.jpg,Butterfly
images/829.jpg,Spider
images/879.jpg,Spider
images/459.jpg,Ladybug
images/328.jpg,Ladybug
images/18.jpg,Ant
images/967.jpg,Spider
images/1052.jpg,Spider
images/288.jpg,Ladybug
images/943.jpg,Spider
images/539.jpg,Butterfly
images/464.jpg,Ladybug
images/488.jpg,Butterfly
images/882.jpg,Spider
images/942.jpg,Spider
images/1120.jpg,Butterfly
images/984.jpg,Spider
images/1138.jpg,Butterfly
images/956.jpg,Spider
images/582.jpg,Butterfly
images/84.jpg,Ant
images/1236.jpg,Butterfly
images/1205.jpg,Butterfly
images/846.jpg,Spider
images/1006.jpg,Spider
images/479.jpg,Ladybug
images/127.jpg,Ant
images/995.jpg,Spider
images/1163.jpg,Butterfly
images/867.jpg,Spider
images/3.jpg,Ant
images/686.jpg,Butterfly
images/1139.jpg,Butterfly
images/531.jpg,Butterfly
images/268.jpg,Ladybug
images/231.jpg,Ladybug
images/101.jpg,Ant
images/440.jpg,Ladybug
images/518.jpg,Butterfly
images/962.jpg,Spider
images/176.jpg,Ant
images/23.jpg,Ant
images/746.jpg,Butterfly
images/596.jpg,Butterfly
images/1026.jpg,Spider
images/417.jpg,Ladybug
images/639.jpg,Butterfly
images/1079.jpg,Spider
images/438.jpg,Ladybug
images/364.jpg,Ladybug
images/838.jpg,Spider
images/1169.jpg,Butterfly
images/1103.jpg,Butterfly
images/223.jpg,Ladybug
images/546.jpg,Butterfly
images/688.jpg,Butterfly
images/66.jpg,Ant
images/484.jpg,Butterfly
images/1159.jpg,Butterfly
images/1000.jpg,Spider
images/903.jpg,Spider
images/805.jpg,Spider
images/470.jpg,Ladybug
images/525.jpg,Butterfly
images/1101.jpg,Butterfly
images/460.jpg,Ladybug
images/1116.jpg,Butterfly
images/1186.jpg,Butterfly
images/979.jpg,Spider
images/792.jpg,Spider
images/611.jpg,Butterfly
images/1004.jpg,Spider
images/1097.jpg,Butterfly
images/725.jpg,Butterfly
images/443.jpg,Ladybug
images/510.jpg,Butterfly
images/832.jpg,Spider
images/428.jpg,Ladybug
images/622.jpg,Butterfly
images/237.jpg,Ladybug
images/1203.jpg,Butterfly
images/808.jpg,Spider
images/834.jpg,Spider
images/70.jpg,Ant
images/892.jpg,Spider
images/111.jpg,Ant
images/1085.jpg,Butterfly
images/927.jpg,Spider
images/682.jpg,Butterfly
images/49.jpg,Ant
images/373.jpg,Ladybug
images/997.jpg,Spider
images/490.jpg,Butterfly
images/954.jpg,Spider
images/434.jpg,Ladybug
images/357.jpg,Ladybug
images/1153.jpg,Butterfly
images/367.jpg,Ladybug
images/61.jpg,Ant
images/1224.jpg,Butterfly
images/291.jpg,Ladybug
images/923.jpg,Spider
images/617.jpg,Butterfly
images/1179.jpg,Butterfly
images/308.jpg,Ladybug
images/1225.jpg,Butterfly
images/693.jpg,Butterfly
images/535.jpg,Butterfly
images/985.jpg,Spider
images/343.jpg,Ladybug
images/1013.jpg,Spider
images/807.jpg,Spider
images/802.jpg,Spider
images/1046.jpg,Spider
images/765.jpg,Butterfly
images/5.jpg,Ant
images/1110.jpg,Butterfly
images/198.jpg,Ladybug
images/1092.jpg,Butterfly
images/1210.jpg,Butterfly
images/152.jpg,Ant
images/17.jpg,Ant
images/53.jpg,Ant
images/1019.jpg,Spider
images/120.jpg,Ant
images/186.jpg,Ladybug
images/211.jpg,Ladybug
images/559.jpg,Butterfly
images/86.jpg,Ant
images/1044.jpg,Spider
images/936.jpg,Spider
images/142.jpg,Ant
images/32.jpg,Ant
images/650.jpg,Butterfly
images/259.jpg,Ladybug
images/266.jpg,Ladybug
images/298.jpg,Ladybug
images/665.jpg,Butterfly
images/42.jpg,Ant
images/788.jpg,Spider
images/277.jpg,Ladybug
images/397.jpg,Ladybug
images/607.jpg,Butterfly
images/616.jpg,Butterfly
images/210.jpg,Ladybug
images/787.jpg,Spider
images/376.jpg,Ladybug
images/1063.jpg,Spider
images/386.jpg,Ladybug
images/133.jpg,Ant
images/981.jpg,Spider
images/1090.jpg,Butterfly
images/236.jpg,Ladybug
images/4.jpg,Ant
images/307.jpg,Ladybug
images/973.jpg,Spider
images/64.jpg,Ant
images/642.jpg,Butterfly
images/915.jpg,Spider
images/197.jpg,Ladybug
images/550.jpg,Butterfly
images/1161.jpg,Butterfly
images/971.jpg,Spider
images/264.jpg,Ladybug
images/1065.jpg,Spider
images/474.jpg,Ladybug
images/890.jpg,Spider
images/55.jpg,Ant
images/513.jpg,Butterfly
images/25.jpg,Ant
images/292.jpg,Ladybug
images/528.jpg,Butterfly
images/565.jpg,Butterfly
images/813.jpg,Spider
images/738.jpg,Butterfly
images/419.jpg,Ladybug
images/1051.jpg,Spider
images/511.jpg,Butterfly
images/125.jpg,Ant
images/284.jpg,Ladybug
images/489.jpg,Butterfly
images/252.jpg,Ladybug
images/914.jpg,Spider
images/62.jpg,Ant
images/619.jpg,Butterfly
images/272.jpg,Ladybug
images/1190.jpg,Butterfly
images/258.jpg,Ladybug
images/612.jpg,Butterfly
images/115.jpg,Ant
images/1187.jpg,Butterfly
images/389.jpg,Ladybug
images/762.jpg,Butterfly
images/230.jpg,Ladybug
images/998.jpg,Spider
images/456.jpg,Ladybug
images/494.jpg,Butterfly
images/476.jpg,Ladybug
images/412.jpg,Ladybug
images/45.jpg,Ant
images/269.jpg,Ladybug
images/1125.jpg,Butterfly
images/906.jpg,Spider
images/826.jpg,Spider
images/332.jpg,Ladybug
images/30.jpg,Ant
images/1113.jpg,Butterfly
images/654.jpg,Butterfly
images/275.jpg,Ladybug
images/1021.jpg,Spider
images/1034.jpg,Spider
images/754.jpg,Butterfly
images/150.jpg,Ant
images/552.jpg,Butterfly
images/380.jpg,Ladybug
images/242.jpg,Ladybug
images/68.jpg,Ant
images/696.jpg,Butterfly
images/139.jpg,Ant
images/951.jpg,Spider
images/502.jpg,Butterfly
images/375.jpg,Ladybug
images/26.jpg,Ant
images/104.jpg,Ant
images/1036.jpg,Spider
images/1112.jpg,Butterfly
images/1234.jpg,Butterfly
images/1031.jpg,Spider
images/1192.jpg,Butterfly
images/483.jpg,Butterfly
images/697.jpg,Butterfly
images/797.jpg,Spider
images/1220.jpg,Butterfly
images/497.jpg,Butterfly
images/403.jpg,Ladybug
images/504.jpg,Butterfly
images/174.jpg,Ant
images/278.jpg,Ladybug
images/716.jpg,Butterfly
images/315.jpg,Ladybug
images/347.jpg,Ladybug
images/147.jpg,Ant
images/1020.jpg,Spider
images/823.jpg,Spider
images/512.jpg,Butterfly
images/680.jpg,Butterfly
images/1078.jpg,Spider
images/1012.jpg,Spider
images/907.jpg,Spider
images/975.jpg,Spider
images/782.jpg,Spider
images/414.jpg,Ladybug
images/1137.jpg,Butterfly
images/839.jpg,Spider
images/783.jpg,Spider
images/1114.jpg,Butterfly
images/145.jpg,Ant
images/90.jpg,Ant
images/207.jpg,Ladybug
images/369.jpg,Ladybug
images/764.jpg,Butterfly
images/1074.jpg,Spider
images/1060.jpg,Spider
images/1015.jpg,Spider
images/773.jpg,Butterfly
images/1197.jpg,Butterfly
images/751.jpg,Butterfly
images/454.jpg,Ladybug
images/656.jpg,Butterfly
images/122.jpg,Ant
images/865.jpg,Spider
images/182.jpg,Ladybug
images/318.jpg,Ladybug
images/1158.jpg,Butterfly
images/911.jpg,Spider
images/721.jpg,Butterfly
images/649.jpg,Butterfly
images/658.jpg,Butterfly
images/970.jpg,Spider
images/241.jpg,Ladybug
images/508.jpg,Butterfly
images/901.jpg,Spider
images/653.jpg,Butterfly
images/458.jpg,Ladybug
images/359.jpg,Ladybug
images/872.jpg,Spider
images/191.jpg,Ladybug
images/862.jpg,Spider
images/731.jpg,Butterfly
images/950.jpg,Spider
images/486.jpg,Butterfly
images/1011.jpg,Spider
images/625.jpg,Butterfly
images/810.jpg,Spider
images/1160.jpg,Butterfly
images/966.jpg,Spider
images/85.jpg,Ant
images/310.jpg,Ladybug
images/445.jpg,Ladybug
images/1087.jpg,Butterfly
images/1067.jpg,Spider
images/553.jpg,Butterfly
images/418.jpg,Ladybug
images/986.jpg,Spider
images/220.jpg,Ladybug
images/733.jpg,Butterfly
images/253.jpg,Ladybug
images/1230.jpg,Butterfly
images/853.jpg,Spider
images/204.jpg,Ladybug
images/172.jpg,Ant
images/405.jpg,Ladybug
images/91.jpg,Ant
images/24.jpg,Ant
images/753.jpg,Butterfly
images/691.jpg,Butterfly
images/1007.jpg,Spider
images/968.jpg,Spider
images/690.jpg,Butterfly
images/394.jpg,Ladybug
images/921.jpg,Spider
images/225.jpg,Ladybug
images/1080.jpg,Spider
images/570.jpg,Butterfly
images/40.jpg,Ant
images/1025.jpg,Spider
images/687.jpg,Butterfly
images/843.jpg,Spider
images/286.jpg,Ladybug
images/501.jpg,Butterfly
images/963.jpg,Spider
images/431.jpg,Ladybug
images/415.jpg,Ladybug
images/256.jpg,Ladybug
images/249.jpg,Ladybug
images/939.jpg,Spider
images/374.jpg,Ladybug
images/433.jpg,Ladybug
images/1145.jpg,Butterfly
images/1151.jpg,Butterfly
images/365.jpg,Ladybug
images/43.jpg,Ant
images/866.jpg,Spider
images/722.jpg,Butterfly
images/119.jpg,Ant
images/529.jpg,Butterfly
images/467.jpg,Ladybug
images/645.jpg,Butterfly
images/1077.jpg,Spider
images/702.jpg,Butterfly
images/65.jpg,Ant
images/163.jpg,Ant
images/388.jpg,Ladybug
images/1089.jpg,Butterfly
images/972.jpg,Spider
images/873.jpg,Spider
images/31.jpg,Ant
images/1115.jpg,Butterfly
images/396.jpg,Ladybug
images/326.jpg,Ladybug
images/1108.jpg,Butterfly
images/1170.jpg,Butterfly
images/437.jpg,Ladybug
images/427.jpg,Ladybug
images/468.jpg,Ladybug
images/1128.jpg,Butterfly
images/395.jpg,Ladybug
images/1133.jpg,Butterfly
images/817.jpg,Spider
images/499.jpg,Butterfly
images/382.jpg,Ladybug
images/634.jpg,Butterfly
images/784.jpg,Spider
images/124.jpg,Ant
images/684.jpg,Butterfly
images/282.jpg,Ladybug
images/940.jpg,Spider
images/158.jpg,Ant
images/334.jpg,Ladybug
images/1109.jpg,Butterfly
images/897.jpg,Spider
images/363.jpg,Ladybug
images/56.jpg,Ant
images/79.jpg,Ant
images/960.jpg,Spider
images/845.jpg,Spider
images/108.jpg,Ant
images/319.jpg,Ladybug
images/629.jpg,Butterfly
images/991.jpg,Spider
images/563.jpg,Butterfly
images/342.jpg,Ladybug
images/47.jpg,Ant
images/863.jpg,Spider
images/749.jpg,Butterfly
images/185.jpg,Ladybug
images/1176.jpg,Butterfly
images/789.jpg,Spider
images/379.jpg,Ladybug
images/354.jpg,Ladybug
images/401.jpg,Ladybug
images/931.jpg,Spider
images/193.jpg,Ladybug
images/1068.jpg,Spider
images/944.jpg,Spider
images/100.jpg,Ant
images/835.jpg,Spider
images/831.jpg,Spider
images/560.jpg,Butterfly
images/1228.jpg,Butterfly
images/279.jpg,Ladybug
images/485.jpg,Butterfly
images/1047.jpg,Spider
images/965.jpg,Spider
images/59.jpg,Ant
images/602.jpg,Butterfly
images/630.jpg,Butterfly
images/426.jpg,Ladybug
images/1053.jpg,Spider
images/761.jpg,Butterfly
images/338.jpg,Ladybug
images/492.jpg,Butterfly
images/1048.jpg,Spider
images/723.jpg,Butterfly
images/435.jpg,Ladybug
images/589.jpg,Butterfly
images/131.jpg,Ant
images/538.jpg,Butterfly
images/154.jpg,Ant
images/384.jpg,Ladybug
images/195.jpg,Ladybug
images/715.jpg,Butterfly
images/1206.jpg,Butterfly
images/891.jpg,Spider
images/745.jpg,Butterfly
images/1083.jpg,Butterfly
images/1211.jpg,Butterfly
images/668.jpg,Butterfly
images/1117.jpg,Butterfly
images/214.jpg,Ladybug
images/756.jpg,Butterfly
images/844.jpg,Spider
images/860.jpg,Spider
images/837.jpg,Spider
images/894.jpg,Spider
images/305.jpg,Ladybug
images/1198.jpg,Butterfly
images/585.jpg,Butterfly
images/155.jpg,Ant
images/562.jpg,Butterfly
images/493.jpg,Butterfly
images/317.jpg,Ladybug
images/712.jpg,Butterfly
images/871.jpg,Spider
images/677.jpg,Butterfly
images/804.jpg,Spider
images/841.jpg,Spider
images/594.jpg,Butterfly
images/707.jpg,Butterfly
images/1001.jpg,Spider
images/557.jpg,Butterfly
images/472.jpg,Ladybug
images/772.jpg,Butterfly
images/759.jpg,Butterfly
images/296.jpg,Ladybug
images/825.jpg,Spider
images/362.jpg,Ladybug
images/1054.jpg,Spider
images/1075.jpg,Spider
images/568.jpg,Butterfly
images/591.jpg,Butterfly
images/1037.jpg,Spider
images/1064.jpg,Spider
images/567.jpg,Butterfly
images/250.jpg,Ladybug
images/646.jpg,Butterfly
images/571.jpg,Butterfly
images/889.jpg,Spider
images/487.jpg,Butterfly
images/447.jpg,Ladybug
images/633.jpg,Butterfly
images/661.jpg,Butterfly
images/543.jpg,Butterfly
images/527.jpg,Butterfly
images/551.jpg,Butterfly
images/451.jpg,Ladybug
images/675.jpg,Butterfly
images/929.jpg,Spider
images/1042.jpg,Spider
images/303.jpg,Ladybug
images/89.jpg,Ant
images/274.jpg,Ladybug
images/935.jpg,Spider
images/1193.jpg,Butterfly
images/495.jpg,Butterfly
images/714.jpg,Butterfly
images/137.jpg,Ant
images/902.jpg,Spider
images/233.jpg,Ladybug
images/16.jpg,Ant
images/1050.jpg,Spider
images/524.jpg,Butterfly
images/117.jpg,Ant
images/196.jpg,Ladybug
images/1208.jpg,Butterfly
images/455.jpg,Ladybug
images/254.jpg,Ladybug
images/1027.jpg,Spider
images/44.jpg,Ant
images/763.jpg,Butterfly
images/300.jpg,Ladybug
images/601.jpg,Butterfly
images/345.jpg,Ladybug
images/1191.jpg,Butterfly
images/1164.jpg,Butterfly
images/816.jpg,Spider
images/128.jpg,Ant
images/261.jpg,Ladybug
images/1030.jpg,Spider
images/598.jpg,Butterfly
images/637.jpg,Butterfly
images/330.jpg,Ladybug
images/580.jpg,Butterfly
images/160.jpg,Ant
images/1216.jpg,Butterfly
images/351.jpg,Ladybug
images/556.jpg,Butterfly
images/983.jpg,Spider
images/93.jpg,Ant
images/429.jpg,Ladybug
images/595.jpg,Butterfly
images/421.jpg,Ladybug
images/141.jpg,Ant
images/615.jpg,Butterfly
images/736.jpg,Butterfly
images/1146.jpg,Butterfly
images/94.jpg,Ant
images/1194.jpg,Butterfly
images/555.jpg,Butterfly
images/7.jpg,Ant
images/1024.jpg,Spider
images/67.jpg,Ant
images/9.jpg,Ant
images/933.jpg,Spider
images/356.jpg,Ladybug
images/156.jpg,Ant
images/505.jpg,Butterfly
images/450.jpg,Ladybug
images/1018.jpg,Spider
images/924.jpg,Spider
images/361.jpg,Ladybug
images/6.jpg,Ant
images/600.jpg,Butterfly
images/1178.jpg,Butterfly
images/521.jpg,Butterfly
images/1003.jpg,Spider
images/548.jpg,Butterfly
images/767.jpg,Butterfly
images/1172.jpg,Butterfly
images/1143.jpg,Butterfly
images/780.jpg,Butterfly
images/453.jpg,Ladybug
images/744.jpg,Butterfly
images/1202.jpg,Butterfly
images/1072.jpg,Spider
images/925.jpg,Spider
images/1056.jpg,Spider
images/523.jpg,Butterfly
images/1162.jpg,Butterfly
images/76.jpg,Ant
images/695.jpg,Butterfly
images/987.jpg,Spider
images/339.jpg,Ladybug
images/301.jpg,Ladybug
images/46.jpg,Ant
images/81.jpg,Ant
images/618.jpg,Butterfly
images/541.jpg,Butterfly
images/299.jpg,Ladybug
images/899.jpg,Spider
images/520.jpg,Butterfly
images/33.jpg,Ant
images/246.jpg,Ladybug
images/444.jpg,Ladybug
images/95.jpg,Ant
images/699.jpg,Butterfly
images/930.jpg,Spider
images/626.jpg,Butterfly
images/1049.jpg,Spider
images/876.jpg,Spider
images/776.jpg,Butterfly
images/547.jpg,Butterfly
images/219.jpg,Ladybug
images/1057.jpg,Spider
images/290.jpg,Ladybug
images/586.jpg,Butterfly
images/999.jpg,Spider
images/34.jpg,Ant
images/244.jpg,Ladybug
images/441.jpg,Ladybug
images/273.jpg,Ladybug
images/473.jpg,Ladybug
images/1227.jpg,Butterfly
images/670.jpg,Butterfly
images/457.jpg,Ladybug
images/672.jpg,Butterfly
images/857.jpg,Spider
images/190.jpg,Ladybug
images/711.jpg,Butterfly
images/990.jpg,Spider
images/530.jpg,Butterfly
images/239.jpg,Ladybug
images/424.jpg,Ladybug
images/729.jpg,Butterfly
images/1073.jpg,Spider
images/60.jpg,Ant
images/514.jpg,Butterfly
images/947.jpg,Spider
images/199.jpg,Ladybug
images/349.jpg,Ladybug
images/281.jpg,Ladybug
images/676.jpg,Butterfly
images/558.jpg,Butterfly
images/322.jpg,Ladybug
images/51.jpg,Ant
images/82.jpg,Ant
images/12.jpg,Ant
images/742.jpg,Butterfly
images/41.jpg,Ant
images/855.jpg,Spider
images/1010.jpg,Spider
images/717.jpg,Butterfly
images/851.jpg,Spider
images/132.jpg,Ant
images/795.jpg,Spider
images/854.jpg,Spider
images/287.jpg,Ladybug
images/138.jpg,Ant
images/165.jpg,Ant
images/575.jpg,Butterfly
images/232.jpg,Ladybug
images/98.jpg,Ant
images/1188.jpg,Butterfly
images/1195.jpg,Butterfly
images/1184.jpg,Butterfly
images/883.jpg,Spider
images/741.jpg,Butterfly
images/1136.jpg,Butterfly
images/1091.jpg,Butterfly
images/1168.jpg,Butterfly
images/348.jpg,Ladybug
images/391.jpg,Ladybug
images/257.jpg,Ladybug
images/522.jpg,Butterfly
images/136.jpg,Ant
images/938.jpg,Spider
images/235.jpg,Ladybug
images/265.jpg,Ladybug
images/35.jpg,Ant
images/436.jpg,Ladybug
images/148.jpg,Ant
images/469.jpg,Ladybug
images/536.jpg,Butterfly
images/183.jpg,Ladybug
images/335.jpg,Ladybug
images/1218.jpg,Butterfly
images/1180.jpg,Butterfly
images/957.jpg,Spider
images/1150.jpg,Butterfly
images/641.jpg,Butterfly
images/801.jpg,Spider
images/1070.jpg,Spider
images/2.jpg,Ant
images/655.jpg,Butterfly
images/996.jpg,Spider
images/243.jpg,Ladybug
images/544.jpg,Butterfly
images/916.jpg,Spider
images/798.jpg,Spider
images/599.jpg,Butterfly
images/398.jpg,Ladybug
images/566.jpg,Butterfly
images/173.jpg,Ant
images/638.jpg,Butterfly
images/406.jpg,Ladybug
images/1209.jpg,Butterfly
images/289.jpg,Ladybug
images/240.jpg,Ladybug
images/791.jpg,Spider
images/263.jpg,Ladybug
images/1023.jpg,Spider
images/900.jpg,Spider
images/411.jpg,Ladybug
images/10.jpg,Ant
images/370.jpg,Ladybug
images/1171.jpg,Butterfly
images/320.jpg,Ladybug
images/982.jpg,Spider
images/588.jpg,Butterfly
images/222.jpg,Ladybug
images/755.jpg,Butterfly
images/0.jpg,Ant
images/1107.jpg,Butterfly
images/218.jpg,Ladybug
